field_id,date,valid_frac,ndvi,ndre,cire,s2rep,ndre_seg_std,n_segments
FLD0361,2026-05-18,0.5600,0.3680,0.2634,0.7639,720.9864,0.1935,3.0000
FLD0363,2026-05-18,0.5667,0.6000,0.3934,1.2011,720.3905,0.0532,3.0000
FLD0365,2026-05-18,0.6500,0.6713,0.4652,1.4482,723.6510,0.0064,2.0000
FLD0367,2026-05-18,0.5157,0.5632,0.3876,1.2112,720.7778,0.1396,8.0000
FLD0374,2026-05-18,0.5457,0.3475,0.2284,0.5638,713.5324,0.1173,66.0000
FLD0375,2026-05-18,0.8000,0.2251,0.1955,0.3018,722.6875,0.0033,2.0000
FLD0379,2026-05-18,0.6279,0.3878,0.2598,0.6518,720.1294,0.0524,5.0000
FLD0380,2026-05-18,0.6667,0.6222,0.3888,1.2515,718.6273,0.1114,40.0000
FLD0381,2026-05-18,0.5710,0.4460,0.2825,0.6906,715.0040,0.0693,13.0000
FLD0382,2026-05-18,0.5536,0.3532,0.2588,0.5581,716.0814,0.0496,3.0000
FLD0383,2026-05-18,0.5938,0.2781,0.1834,0.3667,712.8481,0.0783,19.0000
FLD0384,2026-05-18,0.5550,0.6470,0.4092,1.1822,718.8560,0.0631,11.0000
FLD0385,2026-05-18,0.7647,0.6383,0.3838,1.0568,716.5888,0.0766,10.0000
FLD0386,2026-05-18,0.5908,0.6606,0.4326,1.4031,719.9648,0.0851,13.0000
FLD0388,2026-05-18,0.9000,0.5745,0.3664,0.9867,719.7739,0.0100,2.0000
FLD0390,2026-05-18,0.5928,0.5621,0.3599,0.9909,717.1079,0.0690,8.0000
FLD0392,2026-05-18,0.7967,0.5346,0.3319,0.9471,716.2616,0.1072,22.0000
FLD0396,2026-05-18,0.6201,0.6179,0.4056,1.2636,719.4638,0.1170,7.0000
FLD0399,2026-05-18,0.5902,0.6253,0.4191,1.3156,720.9564,0.0969,5.0000
FLD0402,2026-05-18,0.7593,0.5846,0.3973,1.3981,721.2575,0.1322,13.0000
FLD0403,2026-05-18,0.8696,0.7684,0.4774,1.6663,718.4398,0.0478,5.0000
FLD0405,2026-05-18,0.9750,0.4922,0.3155,0.8895,718.8403,0.0646,4.0000
FLD0408,2026-05-18,1.0000,0.6434,0.3373,1.0085,712.1824,,1.0000
FLD0423,2026-05-18,0.8667,0.4386,0.2842,0.5976,715.0875,,1.0000
FLD0426,2026-05-18,0.9580,0.6465,0.3900,1.1208,718.3635,0.0766,13.0000
FLD0427,2026-05-18,0.9504,0.6327,0.3890,1.0905,717.0225,0.0681,13.0000
FLD0428,2026-05-18,0.8184,0.6139,0.3874,1.1112,718.2703,0.0921,28.0000
FLD0431,2026-05-18,0.9726,0.6229,0.3723,0.9265,716.2165,0.0322,3.0000
FLD0432,2026-05-18,0.8113,0.4796,0.2971,0.6759,713.9248,0.1111,3.0000
FLD0433,2026-05-18,0.9545,0.4444,0.2867,0.6589,715.2467,0.1088,3.0000
FLD0434,2026-05-18,1.0000,0.7247,0.4591,1.5202,718.0704,,1.0000
FLD0436,2026-05-18,0.9056,0.4220,0.2793,0.5437,714.3902,0.0967,21.0000
FLD0437,2026-05-18,0.7472,0.7491,0.4741,1.5393,720.6315,0.0509,10.0000
FLD0441,2026-05-18,0.9231,0.5019,0.3105,0.7467,713.7577,,1.0000
FLD0442,2026-05-18,0.6875,0.5090,0.3353,1.0391,722.0293,0.0984,3.0000
FLD0443,2026-05-18,0.6667,0.7859,0.5047,1.8102,721.3164,0.0866,4.0000
FLD0449,2026-05-18,0.8101,0.6625,0.4324,1.1294,718.6229,,1.0000
FLD0458,2026-05-18,0.9000,0.2438,0.1856,0.3905,717.0163,0.0501,2.0000
FLD0459,2026-05-18,0.9545,0.4441,0.2827,0.6529,719.7738,0.0439,4.0000
FLD0460,2026-05-18,0.6923,0.7618,0.4613,1.4745,721.9281,0.0650,2.0000
FLD0463,2026-05-18,0.6154,0.6019,0.4099,1.0853,726.8215,0.0853,2.0000
FLD0464,2026-05-18,0.5641,0.7659,0.5532,2.0454,723.7394,0.0442,3.0000
FLD0466,2026-05-18,1.0000,0.5045,0.3232,0.8557,719.9058,0.0893,4.0000
FLD0467,2026-05-18,0.8571,0.6327,0.4111,1.1689,717.6696,0.0743,7.0000
FLD0468,2026-05-18,1.0000,0.5234,0.3426,0.8438,718.6617,0.0609,2.0000
FLD0002,2026-05-23,0.6460,0.5537,0.3995,1.0820,717.7260,0.0879,6.0000
FLD0003,2026-05-23,0.9878,0.4464,0.3196,0.5972,714.4187,0.0487,10.0000
FLD0004,2026-05-23,0.9259,0.5437,0.3315,0.7444,715.5211,0.1084,9.0000
FLD0005,2026-05-23,0.9322,0.6349,0.4158,1.2056,715.1020,0.1151,8.0000
FLD0006,2026-05-23,0.7488,0.6879,0.4463,1.3631,716.3197,0.0987,11.0000
FLD0007,2026-05-23,0.8115,0.4396,0.3170,0.6958,714.1820,0.0908,22.0000
FLD0010,2026-05-23,0.7436,0.6477,0.4459,1.1679,716.8453,0.0091,2.0000
FLD0021,2026-05-23,0.8243,0.6866,0.4679,1.4442,718.3037,0.0551,8.0000
FLD0022,2026-05-23,0.9333,0.6780,0.4678,1.4815,717.7272,0.0616,13.0000
FLD0023,2026-05-23,0.7143,0.6938,0.4814,1.5424,721.0447,,1.0000
FLD0024,2026-05-23,0.8634,0.7023,0.4474,1.2746,715.5733,0.0748,14.0000
FLD0029,2026-05-23,0.6116,0.6884,0.4709,1.4781,717.7354,0.0738,20.0000
FLD0030,2026-05-23,0.9831,0.6159,0.4171,1.0078,716.9014,0.0479,8.0000
FLD0031,2026-05-23,0.6415,0.6299,0.4260,1.2491,716.3766,0.0971,18.0000
FLD0033,2026-05-23,0.7597,0.5184,0.3502,0.7941,712.2828,0.0508,7.0000
FLD0034,2026-05-23,0.8833,0.6666,0.4187,1.0630,715.9639,0.0854,7.0000
FLD0035,2026-05-23,0.5962,0.8541,0.5403,1.7967,717.6281,,1.0000
FLD0036,2026-05-23,0.7377,0.4850,0.3314,0.8948,714.3604,,1.0000
FLD0037,2026-05-23,0.5714,0.6121,0.3873,1.0082,713.4383,0.1032,8.0000
FLD0038,2026-05-23,0.9244,0.3732,0.2726,0.4920,711.9182,0.0682,24.0000
FLD0040,2026-05-23,0.8750,0.5409,0.3692,0.9181,715.3474,0.0692,23.0000
FLD0041,2026-05-23,0.8519,0.4482,0.3144,0.6590,712.4804,0.0867,66.0000
FLD0042,2026-05-23,0.7609,0.4925,0.3279,0.6918,713.3732,0.0574,9.0000
FLD0043,2026-05-23,0.9389,0.5350,0.3674,0.8884,714.7170,0.0915,64.0000
FLD0045,2026-05-23,0.6568,0.7733,0.4975,1.5944,717.9321,0.2071,7.0000
FLD0048,2026-05-23,0.5808,0.5593,0.3767,0.9477,715.9827,0.0237,3.0000
FLD0049,2026-05-23,0.9581,0.4507,0.3247,0.6744,713.3279,0.0754,32.0000
FLD0050,2026-05-23,0.9605,0.5347,0.3644,0.8352,715.2539,0.0695,12.0000
FLD0051,2026-05-23,1.0000,0.3654,0.3174,0.6451,717.6127,0.0651,3.0000
FLD0052,2026-05-23,0.9522,0.6688,0.4259,1.1036,715.1874,0.0610,20.0000
FLD0053,2026-05-23,0.8667,0.4530,0.3272,0.8321,718.3288,0.0640,7.0000
FLD0054,2026-05-23,0.8557,0.5624,0.3868,0.9496,715.8711,0.0964,25.0000
FLD0055,2026-05-23,0.7044,0.7145,0.4569,1.2942,715.9859,0.0573,18.0000
FLD0056,2026-05-23,0.8268,0.4959,0.3537,0.7234,714.6562,0.0573,10.0000
FLD0057,2026-05-23,0.8896,0.6245,0.4107,0.9091,714.1458,0.0372,17.0000
FLD0058,2026-05-23,0.7578,0.6619,0.4418,1.1211,716.8261,0.0408,16.0000
FLD0059,2026-05-23,0.9758,0.4357,0.3259,0.5908,714.1883,0.0826,10.0000
FLD0060,2026-05-23,0.8214,0.6409,0.4258,1.0388,714.4977,0.0625,2.0000
FLD0061,2026-05-23,0.8966,0.6294,0.4222,1.0120,715.1530,0.0484,5.0000
FLD0063,2026-05-23,0.5538,0.7753,0.5015,1.6810,717.8185,0.1013,18.0000
FLD0065,2026-05-23,0.6438,0.7597,0.4622,1.3495,715.6089,0.0536,7.0000
FLD0066,2026-05-23,0.7399,0.6701,0.4348,1.2239,715.9703,0.0831,29.0000
FLD0068,2026-05-23,0.7305,0.6473,0.4580,1.4376,717.5859,0.0780,13.0000
FLD0069,2026-05-23,0.8571,0.5734,0.4158,1.1763,718.3250,0.1216,4.0000
FLD0070,2026-05-23,0.7500,0.5525,0.3912,1.0625,716.7897,0.0542,6.0000
FLD0071,2026-05-23,0.6967,0.5545,0.3940,1.0898,716.5013,0.1227,30.0000
FLD0072,2026-05-23,0.7339,0.4713,0.3249,0.7901,715.0827,0.0336,3.0000
FLD0073,2026-05-23,1.0000,0.3910,0.2622,0.4935,711.8037,0.0217,2.0000
FLD0074,2026-05-23,0.5211,0.7244,0.4879,1.4378,717.4648,0.0546,2.0000
FLD0075,2026-05-23,1.0000,0.6117,0.3930,0.9253,715.1162,0.0530,4.0000
FLD0076,2026-05-23,1.0000,0.3992,0.2963,0.5089,713.0984,0.0320,4.0000
FLD0077,2026-05-23,0.6780,0.6726,0.4479,1.2924,716.5773,0.0954,20.0000
FLD0078,2026-05-23,0.7721,0.6782,0.4445,1.2176,715.8905,0.0670,24.0000
FLD0079,2026-05-23,0.7181,0.7439,0.4960,1.6206,718.1643,0.0925,17.0000
FLD0080,2026-05-23,0.7269,0.7292,0.4881,1.5815,717.9099,0.1313,19.0000
FLD0081,2026-05-23,0.6702,0.7280,0.4663,1.4662,716.2713,0.0771,22.0000
FLD0082,2026-05-23,0.8524,0.5624,0.3841,0.9231,715.2301,0.0992,26.0000
FLD0083,2026-05-23,0.8584,0.5173,0.3283,0.7329,713.3539,0.0623,9.0000
FLD0084,2026-05-23,0.5714,0.7140,0.4387,1.2336,713.0753,0.1113,20.0000
FLD0087,2026-05-23,0.7478,0.7112,0.4680,1.4481,717.6263,0.0736,31.0000
FLD0093,2026-05-23,0.5272,0.5532,0.4007,1.3500,718.1484,0.1290,6.0000
FLD0095,2026-05-23,0.6949,0.7112,0.4791,1.6208,717.7505,0.0979,8.0000
FLD0100,2026-05-23,0.6250,0.8312,0.5405,1.8714,717.9399,,1.0000
FLD0102,2026-05-23,0.9565,0.6805,0.3917,1.0254,714.2073,,1.0000
FLD0104,2026-05-23,0.5698,0.6509,0.4526,1.3410,717.9625,0.0829,16.0000
FLD0106,2026-05-23,0.5410,0.7069,0.5137,1.8168,719.9283,0.0816,5.0000
FLD0109,2026-05-23,0.5141,0.6117,0.4487,1.4815,719.2053,0.1265,8.0000
FLD0112,2026-05-23,0.5647,0.7274,0.4966,1.7319,718.3514,0.0859,34.0000
FLD0113,2026-05-23,0.5929,0.7571,0.5063,1.7522,717.8964,0.0757,16.0000
FLD0114,2026-05-23,0.8718,0.5544,0.4234,1.2023,717.9814,,1.0000
FLD0117,2026-05-23,0.6776,0.5750,0.3915,0.9881,716.7817,0.0980,10.0000
FLD0118,2026-05-23,0.7664,0.8621,0.5194,1.7044,716.0633,0.0356,6.0000
FLD0121,2026-05-23,0.7563,0.7147,0.4790,1.4865,717.7512,0.0708,21.0000
FLD0122,2026-05-23,0.5037,0.7043,0.4839,1.6136,717.8608,0.0703,23.0000
FLD0124,2026-05-23,0.5038,0.7494,0.4962,1.7037,718.2342,0.1099,19.0000
FLD0126,2026-05-23,0.7348,0.7378,0.4685,1.4023,716.1141,0.1083,8.0000
FLD0127,2026-05-23,0.6667,0.5588,0.3876,1.2235,715.7855,0.1342,5.0000
FLD0128,2026-05-23,1.0000,0.4071,0.2814,0.5344,710.7966,0.0796,6.0000
FLD0129,2026-05-23,1.0000,0.4811,0.3105,0.6287,712.2836,0.0352,3.0000
FLD0130,2026-05-23,1.0000,0.4021,0.2711,0.4623,709.9193,0.0437,2.0000
FLD0131,2026-05-23,0.5563,0.6153,0.4185,1.2889,716.2692,0.0974,11.0000
FLD0132,2026-05-23,0.6434,0.6068,0.4115,1.1367,716.5000,0.0824,45.0000
FLD0134,2026-05-23,0.8492,0.6286,0.4336,1.1061,715.7035,0.0790,5.0000
FLD0135,2026-05-23,0.9812,0.4498,0.3284,0.6285,713.0904,0.0431,8.0000
FLD0137,2026-05-23,0.5912,0.6812,0.4443,1.3096,715.4415,0.0712,5.0000
FLD0139,2026-05-23,1.0000,0.4873,0.2908,0.6500,711.2211,,1.0000
FLD0141,2026-05-23,0.8571,0.7245,0.5231,1.7298,720.0450,0.1026,2.0000
FLD0142,2026-05-23,0.8000,0.9212,0.4785,1.5487,712.2605,,1.0000
FLD0143,2026-05-23,0.8395,0.5904,0.4166,1.2794,717.4669,0.1151,56.0000
FLD0148,2026-05-23,0.5410,0.5690,0.3878,1.1476,715.5083,0.1034,30.0000
FLD0149,2026-05-23,0.7421,0.6967,0.4396,1.3095,715.1668,0.0838,11.0000
FLD0150,2026-05-23,0.7180,0.5263,0.3579,0.9456,715.2122,0.0756,13.0000
FLD0151,2026-05-23,0.9749,0.4999,0.3276,0.7612,713.3859,0.0768,13.0000
FLD0152,2026-05-23,0.8106,0.6420,0.4342,1.2415,716.6331,0.1254,10.0000
FLD0153,2026-05-23,0.7006,0.6091,0.4066,1.2217,716.5437,0.1236,26.0000
FLD0155,2026-05-23,0.7968,0.5086,0.3758,0.9332,716.6912,0.0509,7.0000
FLD0156,2026-05-23,0.5801,0.6454,0.4457,1.4361,717.5165,0.1088,11.0000
FLD0158,2026-05-23,0.6738,0.5104,0.3380,0.8106,713.8380,0.1286,3.0000
FLD0159,2026-05-23,0.9893,0.5253,0.3618,0.8789,715.3982,0.0820,9.0000
FLD0161,2026-05-23,0.7535,0.6826,0.4499,1.3542,716.4139,0.0844,25.0000
FLD0162,2026-05-23,1.0000,0.3642,0.2907,0.5235,715.6472,,1.0000
FLD0163,2026-05-23,0.9512,0.4861,0.3461,0.6996,713.5697,0.0047,2.0000
FLD0164,2026-05-23,0.5625,0.7349,0.4243,1.1950,713.6462,0.0240,3.0000
FLD0165,2026-05-23,0.7163,0.6358,0.4338,1.3295,716.9896,0.0945,15.0000
FLD0166,2026-05-23,0.8750,0.7102,0.4821,1.5436,719.2917,0.1105,11.0000
FLD0167,2026-05-23,0.5761,0.6132,0.4087,1.1710,715.3226,0.1379,25.0000
FLD0168,2026-05-23,0.7765,0.4586,0.3192,0.7616,713.0341,0.1244,15.0000
FLD0169,2026-05-23,1.0000,0.4238,0.2990,0.5610,713.4319,,1.0000
FLD0172,2026-05-23,0.5325,0.6326,0.4566,1.2710,716.9669,0.0470,3.0000
FLD0173,2026-05-23,0.7486,0.5817,0.3893,0.9754,714.9991,0.0713,21.0000
FLD0175,2026-05-23,0.9878,0.4358,0.3183,0.6682,714.5077,0.1194,10.0000
FLD0176,2026-05-23,0.6377,0.4646,0.3179,0.8713,713.5464,0.1436,11.0000
FLD0177,2026-05-23,0.9085,0.3089,0.2195,0.5177,709.8741,0.1258,5.0000
FLD0178,2026-05-23,0.7143,0.2321,0.2223,0.4376,725.9242,0.0022,2.0000
FLD0179,2026-05-23,0.9565,0.5561,0.4134,1.1797,717.6322,0.0184,3.0000
FLD0180,2026-05-23,1.0000,0.4819,0.3312,0.6872,713.4714,,1.0000
FLD0182,2026-05-23,0.6835,0.7969,0.5423,1.9321,719.1272,0.0725,5.0000
FLD0184,2026-05-23,0.9394,0.7496,0.4442,1.2520,714.4046,0.0444,5.0000
FLD0188,2026-05-23,0.8836,0.3963,0.2876,0.7115,712.9830,0.1054,30.0000
FLD0189,2026-05-23,0.9000,0.4601,0.3415,0.7622,715.4911,0.0823,3.0000
FLD0190,2026-05-23,0.6379,0.6014,0.4507,1.5172,719.2290,0.1449,5.0000
FLD0191,2026-05-23,0.6371,0.6647,0.4613,1.5053,717.9339,0.1015,23.0000
FLD0193,2026-05-23,0.5019,0.6096,0.4193,1.3288,717.4279,0.1201,8.0000
FLD0194,2026-05-23,0.5915,0.7824,0.5058,1.8686,717.5991,0.1290,4.0000
FLD0196,2026-05-23,0.9571,0.4171,0.3011,0.5729,714.3017,0.0857,3.0000
FLD0198,2026-05-23,0.8000,0.2183,0.1958,0.3873,725.7956,,1.0000
FLD0200,2026-05-23,0.8000,0.7033,0.4213,1.1720,715.1433,,1.0000
FLD0202,2026-05-23,0.8333,0.5667,0.3770,1.0223,721.0239,0.1274,3.0000
FLD0203,2026-05-23,0.5957,0.5342,0.3720,0.9975,716.3922,0.1250,21.0000
FLD0205,2026-05-23,0.9873,0.6581,0.4223,1.0782,715.3354,,1.0000
FLD0207,2026-05-23,1.0000,0.3684,0.2549,0.4851,712.5958,0.0447,4.0000
FLD0208,2026-05-23,1.0000,0.3605,0.3498,0.7783,729.4876,0.1368,2.0000
FLD0209,2026-05-23,1.0000,0.4759,0.3207,0.7538,712.5269,0.0951,5.0000
FLD0212,2026-05-23,1.0000,0.4634,0.3030,0.5680,708.6708,,1.0000
FLD0214,2026-05-23,1.0000,0.4501,0.3342,0.6976,718.0673,0.0452,3.0000
FLD0219,2026-05-23,1.0000,0.4649,0.3404,0.5833,712.0171,0.0440,2.0000
FLD0220,2026-05-23,1.0000,0.4668,0.3240,0.6168,715.4034,0.0440,3.0000
FLD0221,2026-05-23,0.8333,0.1869,0.2334,0.3931,718.9130,,1.0000
FLD0222,2026-05-23,0.9211,0.3406,0.2567,0.4219,713.8094,0.0152,8.0000
FLD0223,2026-05-23,1.0000,0.5444,0.4108,1.0678,717.7464,,1.0000
FLD0224,2026-05-23,0.7826,0.7986,0.5162,1.5206,717.0185,,1.0000
FLD0226,2026-05-23,0.9100,0.4248,0.3085,0.6020,713.9738,0.1107,16.0000
FLD0227,2026-05-23,0.6500,0.6533,0.4113,0.9638,714.2403,0.0353,7.0000
FLD0228,2026-05-23,0.8682,0.5160,0.3607,0.7966,715.6619,0.0843,17.0000
FLD0229,2026-05-23,0.9474,0.5893,0.3496,0.7954,711.7370,0.0760,7.0000
FLD0230,2026-05-23,0.7273,0.2878,0.1859,0.4092,710.4120,0.1669,2.0000
FLD0231,2026-05-23,0.9269,0.3883,0.2831,0.5454,713.0542,0.0564,15.0000
FLD0233,2026-05-23,0.6667,0.6797,0.4092,0.9164,712.1538,,1.0000
FLD0235,2026-05-23,0.7209,0.4647,0.3337,0.9020,714.3208,0.0799,4.0000
FLD0238,2026-05-23,1.0000,0.1780,0.2327,0.4774,729.1186,,1.0000
FLD0240,2026-05-23,0.9512,0.5265,0.3714,0.8258,715.0379,0.0482,3.0000
FLD0242,2026-05-23,0.9505,0.5605,0.3747,0.8278,714.5107,0.0514,3.0000
FLD0244,2026-05-23,0.9512,0.6391,0.4157,1.0903,715.4456,0.0627,2.0000
FLD0245,2026-05-23,1.0000,0.4710,0.3190,0.6396,709.8861,0.0457,4.0000
FLD0246,2026-05-23,0.7796,0.4724,0.3400,0.7812,714.7086,0.0701,14.0000
FLD0247,2026-05-23,0.9391,0.4402,0.3189,0.6870,713.8444,0.0897,22.0000
FLD0248,2026-05-23,0.5911,0.5756,0.3765,0.9318,714.0504,0.0986,8.0000
FLD0250,2026-05-23,0.9113,0.5138,0.3612,0.8436,715.6452,0.1317,21.0000
FLD0251,2026-05-23,0.7722,0.5871,0.3971,1.0607,715.2875,0.1249,34.0000
FLD0252,2026-05-23,0.8278,0.8072,0.5445,1.9068,719.1408,0.0646,9.0000
FLD0253,2026-05-23,0.8054,0.5001,0.3438,0.9913,715.3439,0.1457,14.0000
FLD0254,2026-05-23,0.8661,0.6750,0.4604,1.2561,717.0611,0.0689,12.0000
FLD0256,2026-05-23,0.7852,0.3289,0.2361,0.4270,713.9516,0.1631,4.0000
FLD0257,2026-05-23,0.9630,0.4113,0.2836,0.5286,712.9646,0.0487,4.0000
FLD0258,2026-05-23,1.0000,0.3961,0.2571,0.4318,714.4424,0.0235,2.0000
FLD0259,2026-05-23,0.8063,0.3375,0.2561,0.4906,715.7719,0.1009,19.0000
FLD0263,2026-05-23,0.8010,0.7584,0.4901,1.4913,716.9743,0.0583,15.0000
FLD0264,2026-05-23,0.6399,0.6384,0.4311,1.2470,716.2752,0.1028,22.0000
FLD0265,2026-05-23,0.8115,0.6627,0.4292,1.2064,715.4789,0.1144,37.0000
FLD0266,2026-05-23,0.8456,0.3879,0.2827,0.6298,712.7625,0.0908,80.0000
FLD0268,2026-05-23,0.7610,0.5392,0.3536,0.8909,713.3896,0.1027,6.0000
FLD0270,2026-05-23,0.7794,0.5533,0.3672,0.8369,714.3555,0.0512,11.0000
FLD0271,2026-05-23,0.8177,0.7748,0.4807,1.3850,715.9563,0.0522,8.0000
FLD0275,2026-05-23,0.5131,0.5842,0.4078,1.1877,715.9430,0.1077,5.0000
FLD0276,2026-05-23,0.5517,0.7145,0.4945,1.6158,718.7627,0.0809,6.0000
FLD0277,2026-05-23,0.8435,0.5938,0.3979,1.1515,715.2251,0.1259,19.0000
FLD0278,2026-05-23,0.9212,0.5236,0.3603,0.9263,715.4764,0.1123,22.0000
FLD0279,2026-05-23,0.8576,0.5462,0.3568,0.8985,714.0815,0.1090,17.0000
FLD0280,2026-05-23,0.7120,0.5672,0.3745,1.0134,715.3367,0.0591,14.0000
FLD0281,2026-05-23,1.0000,0.6528,0.4093,1.0507,715.0734,0.0209,2.0000
FLD0284,2026-05-23,0.9370,0.3673,0.2595,0.5065,710.7247,0.0894,22.0000
FLD0285,2026-05-23,0.8462,0.6478,0.4264,1.0424,715.4768,,1.0000
FLD0286,2026-05-23,0.9032,0.5341,0.3772,0.9132,715.8600,0.0535,2.0000
FLD0288,2026-05-23,0.6542,0.6823,0.4503,1.1884,715.7223,,1.0000
FLD0290,2026-05-23,0.5803,0.5794,0.4166,1.1969,717.5218,0.0917,20.0000
FLD0291,2026-05-23,0.7324,0.6853,0.4654,1.2904,716.3439,,1.0000
FLD0292,2026-05-23,0.9020,0.7465,0.4784,1.3465,717.4803,0.0594,2.0000
FLD0293,2026-05-23,0.9773,0.8208,0.5535,1.9975,719.6297,0.0646,4.0000
FLD0294,2026-05-23,0.6806,0.6283,0.4362,1.1957,717.3703,0.0774,3.0000
FLD0295,2026-05-23,0.8182,0.8056,0.5648,2.0097,719.7507,0.0052,3.0000
FLD0297,2026-05-23,0.5185,0.6661,0.5238,1.7914,724.3455,0.0776,2.0000
FLD0300,2026-05-23,0.5398,0.4859,0.3657,1.0171,719.6281,0.1073,5.0000
FLD0301,2026-05-23,0.9171,0.5144,0.3442,0.8597,714.7611,0.0763,7.0000
FLD0302,2026-05-23,0.8140,0.5700,0.3697,0.9869,715.0502,0.1075,19.0000
FLD0303,2026-05-23,0.6592,0.5958,0.4126,1.2699,716.9538,0.1174,55.0000
FLD0304,2026-05-23,1.0000,0.5251,0.3427,0.7710,712.1010,0.0960,4.0000
FLD0307,2026-05-23,0.5143,0.8191,0.5045,1.5212,716.1005,0.0945,4.0000
FLD0309,2026-05-23,0.8542,0.7015,0.4899,1.5200,720.0725,0.0746,3.0000
FLD0310,2026-05-23,1.0000,0.4520,0.3466,0.7063,716.7952,,1.0000
FLD0311,2026-05-23,0.5281,0.6834,0.4515,1.3508,715.9612,0.0883,7.0000
FLD0313,2026-05-23,0.7308,0.6472,0.4164,1.1025,715.5433,0.0905,5.0000
FLD0314,2026-05-23,1.0000,0.4541,0.3496,0.7063,716.7497,0.0733,5.0000
FLD0316,2026-05-23,0.7151,0.5576,0.3940,1.0846,716.0516,0.0972,26.0000
FLD0317,2026-05-23,0.5638,0.5362,0.3624,0.9393,714.8929,0.1153,7.0000
FLD0318,2026-05-23,0.8757,0.4663,0.3227,0.8006,715.7424,0.1041,22.0000
FLD0321,2026-05-23,0.9663,0.6359,0.4137,0.9799,714.7464,0.0183,3.0000
FLD0322,2026-05-23,0.9437,0.5872,0.4022,1.0029,715.6084,0.0918,11.0000
FLD0323,2026-05-23,0.5682,0.8168,0.5389,1.9569,719.1481,0.0957,5.0000
FLD0325,2026-05-23,0.9744,0.4283,0.3043,0.6333,714.3995,0.0705,8.0000
FLD0326,2026-05-23,0.9139,0.6644,0.4336,1.2663,715.9596,0.0834,8.0000
FLD0327,2026-05-23,0.6646,0.6010,0.4133,1.2326,716.5497,0.1436,3.0000
FLD0328,2026-05-23,0.5182,0.4664,0.3221,0.9349,713.3194,0.1688,16.0000
FLD0329,2026-05-23,0.5107,0.6773,0.4587,1.4882,718.2900,0.0921,19.0000
FLD0330,2026-05-23,0.9009,0.5190,0.3359,0.7588,712.9146,0.0734,10.0000
FLD0333,2026-05-23,0.9300,0.6810,0.4062,0.9613,713.4520,0.0597,6.0000
FLD0334,2026-05-23,0.8527,0.2277,0.1692,0.2646,707.5152,0.0620,25.0000
FLD0335,2026-05-23,0.8045,0.5969,0.3847,0.9004,713.6338,0.0820,52.0000
FLD0336,2026-05-23,0.9739,0.5314,0.3490,0.7300,714.2814,0.1077,11.0000
FLD0337,2026-05-23,0.8667,0.1596,0.1217,0.2063,707.7316,0.0179,2.0000
FLD0338,2026-05-23,0.8014,0.2980,0.2225,0.3780,711.4760,0.0730,9.0000
FLD0339,2026-05-23,0.8553,0.3460,0.2570,0.4472,712.1511,0.0604,8.0000
FLD0340,2026-05-23,0.8429,0.3080,0.2441,0.4575,710.7550,0.1205,8.0000
FLD0341,2026-05-23,0.6885,0.4165,0.2670,0.5770,712.0845,0.0711,4.0000
FLD0343,2026-05-23,0.8043,0.5261,0.3495,0.7483,714.0826,0.0399,7.0000
FLD0344,2026-05-23,0.6190,0.7374,0.4734,1.5152,715.2526,,1.0000
FLD0345,2026-05-23,0.9589,0.4883,0.3440,0.7090,715.7304,0.0579,15.0000
FLD0346,2026-05-23,1.0000,0.6361,0.4069,0.8803,713.9253,0.0408,7.0000
FLD0348,2026-05-23,0.6260,0.1604,0.1455,0.2372,715.0079,0.0798,6.0000
FLD0352,2026-05-23,0.6214,0.4542,0.3229,0.9276,717.4253,0.1075,9.0000
FLD0353,2026-05-23,0.7757,0.2900,0.2304,0.4292,718.5133,0.0705,10.0000
FLD0354,2026-05-23,0.5385,0.4253,0.2981,0.7920,716.6721,0.1287,10.0000
FLD0356,2026-05-23,0.5845,0.3615,0.2711,0.4773,712.9954,0.0894,15.0000
FLD0357,2026-05-23,0.8784,0.2508,0.2059,0.3185,713.2604,0.0561,6.0000
FLD0359,2026-05-23,0.6667,0.1726,0.1673,0.3517,721.2298,0.1377,2.0000
FLD0360,2026-05-23,0.5000,0.3335,0.2498,0.5393,715.5758,0.1125,8.0000
FLD0361,2026-05-23,0.7067,0.3595,0.2823,0.7321,715.9891,0.1998,5.0000
FLD0363,2026-05-23,0.7556,0.6222,0.4143,1.1755,716.8579,0.0882,5.0000
FLD0365,2026-05-23,0.7000,0.6341,0.4385,1.3028,716.3310,0.0092,2.0000
FLD0367,2026-05-23,0.6663,0.5955,0.4161,1.1934,717.5510,0.1181,10.0000
FLD0369,2026-05-23,0.7097,0.8268,0.5275,1.7608,717.7376,0.0113,3.0000
FLD0371,2026-05-23,0.5270,0.6179,0.4156,1.1997,716.6931,0.0934,25.0000
FLD0374,2026-05-23,0.8361,0.3266,0.2398,0.5136,712.0611,0.1087,89.0000
FLD0375,2026-05-23,1.0000,0.2618,0.2421,0.3537,718.1919,0.0298,3.0000
FLD0377,2026-05-23,0.7614,0.2459,0.2103,0.3245,713.1345,,1.0000
FLD0378,2026-05-23,0.7438,0.2166,0.1850,0.3515,716.9341,0.1351,8.0000
FLD0379,2026-05-23,0.9535,0.3142,0.2517,0.4885,713.6721,0.0796,8.0000
FLD0380,2026-05-23,0.8570,0.6351,0.4055,1.1102,714.8882,0.0961,56.0000
FLD0381,2026-05-23,0.7634,0.4950,0.3411,0.8585,714.3339,0.0884,16.0000
